,y
2142,115.25
2143,117.01
2144,85.72
2145,90.35
2146,103.9
2147,88.08
2148,91.96
2149,113.5
2150,120.94
2151,88.0
2152,116.61
2153,109.97
2154,94.29
2155,106.41
2156,87.16
2157,113.67
2158,111.64
2159,111.42
2160,103.36
2161,99.27
2162,95.37
2163,90.47
2164,99.56
2165,88.8
2166,98.79
2167,93.4
2168,76.38
2169,104.51
2170,110.06
2171,90.14
2172,97.19
2173,85.13
2174,93.06
2175,135.14
2176,94.79
2177,132.65
2178,106.06
2179,93.7
2180,102.39
2181,93.62
2182,105.98
2183,112.55
2184,93.0
2185,91.59
2186,74.76
2187,97.2
2188,115.75
2189,89.34
2190,93.2
2191,105.89
2192,112.19
2193,108.62
2194,106.47
2195,99.74
2196,110.0
2197,92.22
2198,133.09
2199,109.02
2200,90.53
2201,99.13
2202,106.95
2203,86.33
2204,98.33
2205,103.14
2206,89.25
2207,101.23
2208,108.59
2209,91.84
2210,117.67
2211,87.78
2212,115.27
2213,87.3
2214,97.28
2215,109.97
2216,106.35
2217,97.37
2218,109.12
2219,100.74
2220,97.55
2221,99.49
2222,102.18
2223,95.58
2224,108.69
2225,88.53
2226,78.71
2227,92.0
2228,91.99
2229,88.51
2230,94.7
2231,108.12
2232,124.31
2233,98.14
2234,89.44
2235,110.95
2236,91.68
2237,117.27
2238,102.09
2239,103.23
2240,78.71
2241,116.61
2242,113.94
2243,112.04
2244,107.66
2245,89.14
2246,89.37
2247,87.98
2248,110.58
2249,79.97
2250,116.02
2251,94.62
2252,93.42
2253,127.42
2254,90.57
2255,111.19
2256,91.91
2257,93.02
2258,75.88
2259,117.26
2260,106.47
2261,103.96
2262,118.17
2263,128.37
2264,89.48
2265,84.27
2266,109.49
2267,115.44
2268,96.38
2269,108.61
2270,123.86
2271,94.52
2272,105.25
2273,103.2
2274,108.34
2275,90.98
2276,91.47
2277,109.97
2278,88.42
2279,88.12
2280,121.84
2281,117.83
2282,118.62
2283,99.85
2284,84.53
2285,108.86
2286,107.78
2287,95.87
2288,106.98
2289,88.06
2290,90.35
2291,130.0
2292,91.48
2293,93.05
2294,102.88
2295,102.08
2296,112.12
2297,110.03
2298,93.48
2299,119.72
2300,95.23
2301,123.69
2302,88.64
2303,104.28
2304,87.89
2305,115.66
2306,88.82
2307,114.22
2308,90.6
2309,87.91
2310,86.61
2311,105.05
2312,93.6
2313,106.91
2314,92.11
2315,89.24
2316,103.42
2317,100.71
2318,112.95
2319,104.66
2320,94.85
2321,93.83
2322,112.8
2323,116.07
2324,88.16
2325,86.57
2326,93.22
2327,108.36
2328,91.79
2329,102.77
2330,95.15
2331,110.36
2332,109.31
2333,88.83
2334,100.36
2335,99.14
2336,113.95
2337,97.36
2338,99.02
2339,73.71
2340,99.84
2341,105.89
2342,98.84
2343,89.72
2344,108.54
2345,105.96
2346,112.08
2347,108.09
2348,90.79
2349,86.16
2350,107.68
2351,92.07
2352,110.1
2353,128.58
2354,128.94
2355,158.23
2356,153.51
2357,101.68
2358,103.42
2359,85.69
2360,118.77
2361,88.88
2362,88.82
2363,90.76
2364,83.67
2365,111.56
2366,98.44
2367,102.15
2368,100.54
2369,92.56
2370,98.42
2371,113.31
2372,105.82
2373,120.81
2374,114.83
2375,97.8
2376,77.47
2377,91.51
2378,108.01
2379,107.73
2380,98.76
2381,100.0
2382,108.13
2383,115.16
2384,105.66
2385,94.6
2386,114.11
2387,94.95
2388,125.38
2389,103.68
2390,100.25
2391,89.06
2392,110.84
2393,88.69
2394,125.25
2395,94.74
2396,112.12
2397,118.54
2398,88.53
2399,103.77
2400,100.13
2401,95.44
2402,106.32
2403,112.69
2404,95.81
2405,123.09
2406,90.14
2407,91.03
2408,90.83
2409,111.48
2410,90.46
2411,108.25
2412,109.37
2413,106.85
2414,97.95
2415,89.01
2416,105.97
2417,101.03
2418,108.62
2419,89.47
2420,100.05
2421,98.9
2422,104.28
2423,93.77
2424,97.07
2425,88.23
2426,101.92
2427,88.14
2428,110.96
2429,95.71
2430,87.28
2431,85.18
2432,99.55
2433,124.75
2434,106.02
2435,90.52
2436,76.22
2437,114.07
2438,116.46
2439,96.53
2440,117.24
2441,90.13
2442,96.91
2443,128.93
2444,101.74
2445,85.63
2446,97.51
2447,96.21
2448,96.38
2449,100.11
2450,88.03
2451,99.66
2452,141.39
2453,95.57
2454,116.87
2455,120.8
2456,109.82
2457,110.8
2458,109.08
2459,92.73
2460,119.48
2461,122.66
2462,86.31
2463,113.99
2464,114.88
2465,112.62
2466,108.28
2467,97.26
2468,94.39
2469,105.67
2470,95.47
2471,100.74
2472,99.49
2473,87.35
2474,122.22
2475,101.96
2476,109.42
2477,97.84
2478,115.07
2479,87.84
2480,108.72
2481,98.74
2482,96.27
2483,108.75
2484,116.37
2485,144.56
2486,138.19
2487,104.61
2488,103.82
2489,109.38
2490,113.75
2491,111.5
2492,112.67
2493,103.58
2494,88.74
2495,112.86
2496,95.27
2497,99.16
2498,92.66
2499,94.51
2500,89.17
2501,147.22
2502,91.62
2503,101.39
2504,90.88
2505,121.91
2506,89.38
2507,105.34
2508,91.62
2509,89.43
2510,97.14
2511,109.11
2512,105.42
2513,108.24
2514,88.39
2515,89.37
2516,108.34
2517,89.22
2518,90.44
2519,107.99
2520,98.68
2521,104.67
2522,96.8
2523,88.61
2524,98.94
2525,121.85
2526,87.17
2527,109.9
2528,74.99
2529,87.86
2530,99.26
2531,90.8
2532,107.53
2533,92.05
2534,91.68
2535,96.48
2536,75.1
2537,88.52
2538,99.01
2539,92.75
2540,111.22
2541,120.38
2542,105.55
2543,94.54
2544,100.55
2545,94.52
2546,110.54
2547,88.91
2548,74.79
2549,87.71
2550,119.56
2551,114.21
2552,110.81
2553,87.28
2554,96.83
2555,89.4
2556,110.66
2557,101.34
2558,91.19
2559,93.52
2560,107.35
2561,108.42
2562,91.57
2563,93.74
2564,139.16
2565,91.74
2566,92.9
2567,108.19
2568,95.86
2569,99.63
2570,99.37
2571,98.28
2572,90.25
2573,105.29
2574,88.54
2575,106.61
2576,92.66
2577,111.04
2578,99.64
2579,97.76
2580,99.68
2581,97.42
2582,88.48
2583,99.64
2584,104.33
2585,106.41
2586,112.72
2587,108.82
2588,98.59
2589,94.51
2590,91.84
2591,112.75
2592,105.7
2593,100.05
2594,90.22
2595,90.62
2596,104.66
2597,86.91
2598,108.01
2599,108.02
2600,91.86
2601,98.59
2602,108.9
2603,94.27
2604,119.35
2605,113.5
2606,140.31
2607,92.63
2608,106.04
2609,116.13
2610,96.92
2611,91.93
2612,95.65
2613,105.73
2614,108.14
2615,120.78
2616,99.69
2617,103.71
2618,107.96
2619,98.57
2620,89.11
2621,85.99
2622,111.05
2623,88.11
2624,109.02
2625,113.58
2626,88.73
2627,111.67
2628,89.6
2629,89.51
2630,102.14
2631,87.22
2632,118.71
2633,109.04
2634,105.0
2635,90.8
2636,106.02
2637,86.81
2638,111.91
2639,78.63
2640,106.96
2641,94.85
2642,89.22
2643,87.38
2644,107.75
2645,97.96
2646,84.39
2647,110.59
2648,94.83
2649,107.9
2650,90.17
2651,75.9
2652,95.89
2653,90.54
2654,107.3
2655,85.37
2656,146.3
2657,98.22
2658,132.7
2659,122.87
2660,111.49
2661,99.87
2662,101.28
2663,98.31
2664,101.14
2665,88.46
2666,98.38
2667,95.51
2668,110.0
2669,93.97
2670,108.86
2671,108.93
2672,73.52
2673,92.45
2674,89.39
2675,111.91
2676,93.83
2677,98.67
2678,102.83
2679,93.45
2680,108.33
2681,99.49
2682,114.63
2683,97.75
2684,117.48
2685,94.82
2686,89.51
2687,85.55
2688,73.53
2689,103.32
2690,94.62
2691,165.52
2692,96.52
2693,106.97
2694,90.96
2695,111.22
2696,110.65
2697,91.43
2698,99.78
2699,101.37
2700,90.48
2701,114.8
2702,94.32
2703,107.7
2704,77.25
2705,89.49
2706,133.86
2707,83.25
2708,102.76
2709,117.09
2710,96.74
2711,108.73
2712,94.07
2713,99.68
2714,75.59
2715,99.43
2716,128.67
2717,112.34
2718,135.13
2719,109.33
2720,111.12
2721,97.03
2722,120.86
2723,98.35
2724,95.66
2725,101.52
2726,90.76
2727,107.9
2728,92.1
2729,137.32
2730,88.78
2731,89.62
2732,112.47
2733,88.4
2734,92.08
2735,95.01
2736,106.18
2737,80.82
2738,89.03
2739,110.74
2740,95.65
2741,92.65
2742,109.22
2743,104.36
2744,119.46
2745,112.55
2746,99.84
2747,101.48
2748,99.14
2749,96.45
2750,105.52
2751,98.5
2752,116.36
2753,97.84
2754,93.24
2755,92.36
2756,107.44
2757,105.04
2758,88.04
2759,90.08
2760,141.09
2761,100.44
2762,125.98
2763,91.94
2764,88.1
2765,106.23
2766,110.32
2767,103.63
2768,112.69
2769,88.78
2770,95.28
2771,109.33
2772,74.22
2773,116.65
2774,109.4
2775,88.89
2776,95.65
2777,108.73
2778,101.59
2779,104.79
2780,107.46
2781,87.51
2782,114.33
2783,112.08
2784,89.33
2785,96.12
2786,111.24
2787,114.92
2788,108.12
2789,90.89
2790,98.05
2791,75.71
2792,86.03
2793,113.24
2794,89.46
2795,89.35
2796,108.24
2797,100.11
2798,104.73
2799,99.95
2800,91.08
2801,103.43
2802,90.69
2803,100.22
2804,107.05
2805,93.28
2806,89.31
2807,90.28
2808,74.27
2809,91.85
2810,97.96
2811,86.61
2812,121.11
2813,88.84
2814,106.64
2815,108.94
2816,93.52
2817,90.79
2818,129.45
2819,88.05
2820,90.51
2821,106.41
2822,119.47
2823,100.46
2824,91.29
2825,106.88
2826,90.7
2827,79.81
2828,90.64
2829,87.05
2830,89.89
2831,86.07
2832,109.09
2833,110.89
2834,90.1
2835,101.82
2836,110.85
2837,92.84
2838,89.47
2839,107.87
2840,77.68
2841,92.97
2842,101.76
2843,94.12
2844,116.93
2845,93.22
2846,88.68
2847,115.94
2848,88.61
2849,90.75
2850,92.63
2851,113.72
2852,116.93
2853,98.67
2854,103.34
2855,94.45
2856,100.09
2857,89.35
2858,108.86
2859,87.46
2860,110.84
2861,112.89
2862,95.97
2863,89.19
2864,98.97
2865,109.99
2866,89.54
2867,100.35
2868,88.97
2869,113.03
2870,110.14
2871,99.54
2872,111.33
2873,100.27
2874,101.62
2875,92.16
2876,90.6
2877,101.76
2878,98.33
2879,91.3
2880,135.48
2881,90.85
2882,111.55
2883,107.86
2884,87.85
2885,96.1
2886,108.76
2887,108.21
2888,105.82
2889,108.19
2890,94.62
2891,110.46
2892,108.84
2893,109.93
2894,99.65
2895,103.19
2896,107.74
2897,111.59
2898,91.38
2899,91.17
2900,109.6
2901,107.53
2902,74.99
2903,91.16
2904,117.52
2905,85.55
2906,89.88
2907,117.36
2908,113.8
2909,92.42
2910,106.5
2911,118.27
2912,112.05
2913,92.73
2914,108.83
2915,98.91
2916,95.5
2917,88.28
2918,91.99
2919,85.44
2920,109.67
2921,89.06
2922,98.13
2923,92.55
2924,114.23
2925,94.1
2926,100.59
2927,108.97
2928,75.85
2929,109.64
2930,88.05
2931,86.61
2932,112.8
2933,107.43
2934,89.28
2935,112.83
2936,107.38
2937,92.05
2938,87.12
2939,89.2
2940,107.14
2941,88.08
2942,109.7
2943,101.99
2944,96.98
2945,90.84
2946,103.11
2947,110.16
2948,139.07
2949,96.82
2950,98.81
2951,104.18
2952,109.66
2953,89.8
2954,107.93
2955,96.41
2956,87.0
2957,109.31
2958,89.69
2959,100.11
2960,97.28
2961,107.48
2962,86.81
2963,109.34
2964,111.51
2965,93.81
2966,100.8
2967,96.26
2968,97.14
2969,89.15
2970,97.93
2971,106.1
2972,86.73
2973,97.63
2974,107.85
2975,88.98
2976,95.98
2977,92.07
2978,89.19
2979,89.99
2980,87.44
2981,88.99
2982,107.94
2983,84.76
2984,75.19
2985,89.94
2986,104.55
2987,96.56
2988,108.74
2989,106.45
2990,114.23
2991,89.22
2992,85.89
2993,113.77
2994,92.41
2995,89.49
2996,109.13
2997,74.87
2998,90.2
2999,98.74
3000,88.7
3001,89.98
3002,99.55
3003,90.22
3004,90.94
3005,91.33
3006,100.05
3007,121.57
3008,89.62
3009,111.49
3010,90.86
3011,100.59
3012,88.38
3013,118.87
3014,73.24
3015,110.66
3016,106.93
3017,96.79
3018,101.17
3019,110.59
3020,124.6
3021,91.57
3022,88.46
3023,112.26
3024,96.6
3025,97.74
3026,100.1
3027,112.19
3028,89.59
3029,109.85
3030,101.9
3031,92.19
3032,112.12
3033,98.25
3034,76.32
3035,107.68
3036,113.83
3037,105.28
3038,93.17
3039,115.32
3040,100.78
3041,94.84
3042,98.75
3043,103.99
3044,87.4
3045,97.12
3046,90.76
3047,118.72
3048,100.29
3049,110.36
3050,91.52
3051,93.17
3052,114.71
3053,90.59
3054,109.33
3055,93.25
3056,94.47
3057,104.25
3058,90.14
3059,93.71
3060,99.48
3061,109.54
3062,73.83
3063,108.23
3064,94.59
3065,98.1
3066,107.5
3067,91.39
3068,120.76
3069,93.96
3070,107.93
3071,105.65
3072,89.79
3073,116.79
3074,90.8
3075,93.51
3076,74.17
3077,114.12
3078,95.73
3079,105.64
3080,89.23
3081,91.7
3082,75.54
3083,89.83
3084,104.31
3085,110.84
3086,115.04
3087,100.98
3088,90.41
3089,98.12
3090,101.65
3091,105.57
3092,90.65
3093,93.2
3094,94.77
3095,98.16
3096,92.49
3097,91.82
3098,117.59
3099,87.06
3100,99.48
3101,90.27
3102,88.59
3103,106.97
3104,96.19
3105,121.31
3106,92.83
3107,97.07
3108,108.61
3109,106.77
3110,88.86
3111,107.44
3112,91.63
3113,116.13
3114,88.34
3115,87.22
3116,89.06
3117,128.3
3118,105.06
3119,91.4
3120,106.82
3121,88.93
3122,111.02
3123,87.24
3124,131.67
3125,89.18
3126,91.49
3127,119.38
3128,110.5
3129,109.66
3130,112.34
3131,93.39
3132,101.52
3133,90.02
3134,91.41
3135,103.32
3136,115.0
3137,107.63
3138,90.51
3139,92.59
3140,87.58
3141,75.86
3142,87.9
3143,88.0
3144,104.85
3145,112.89
3146,96.96
3147,93.71
3148,108.58
3149,109.51
3150,104.69
3151,106.47
3152,89.06
3153,104.87
3154,91.13
3155,100.21
3156,100.39
3157,93.83
3158,86.66
3159,111.64
3160,96.53
3161,116.13
3162,94.68
3163,84.48
3164,108.15
3165,114.16
3166,102.51
3167,91.56
3168,107.05
3169,105.73
3170,104.57
3171,84.8
3172,91.88
3173,88.77
3174,109.17
3175,111.85
3176,97.34
3177,94.53
3178,90.03
3179,105.46
3180,89.05
3181,84.86
3182,97.02
3183,92.98
3184,97.87
3185,89.79
3186,98.64
3187,94.1
3188,90.05
3189,90.98
3190,100.21
3191,88.15
3192,77.5
3193,101.56
3194,92.64
3195,109.67
3196,155.62
3197,99.8
3198,87.8
3199,98.85
3200,102.71
3201,102.45
3202,89.05
3203,95.72
3204,111.91
3205,85.86
3206,88.19
3207,75.38
3208,109.21
3209,117.71
3210,107.34
3211,98.44
3212,84.22
3213,110.88
3214,90.2
3215,97.16
3216,114.73
3217,136.75
3218,90.46
3219,106.74
3220,90.99
3221,90.18
3222,90.24
3223,102.39
3224,86.94
3225,86.47
3226,105.41
3227,110.05
3228,92.57
3229,109.11
3230,90.11
3231,114.44
3232,93.67
3233,109.18
3234,92.59
3235,90.78
3236,107.37
3237,108.06
3238,87.14
3239,105.18
3240,98.56
3241,108.41
3242,94.4
3243,114.46
3244,104.22
3245,99.86
3246,88.13
3247,103.91
3248,98.61
3249,120.9
3250,89.34
3251,99.06
3252,105.4
3253,114.01
3254,101.12
3255,94.86
3256,91.88
3257,104.95
3258,101.32
3259,103.9
3260,90.01
3261,96.93
3262,92.25
3263,105.54
3264,114.47
3265,89.46
3266,120.12
3267,95.75
3268,110.74
3269,78.1
3270,92.34
3271,115.31
3272,97.32
3273,92.31
3274,89.26
3275,112.76
3276,90.91
3277,100.68
3278,88.83
3279,92.2
3280,115.33
3281,88.86
3282,90.18
3283,99.12
3284,92.81
3285,112.53
3286,88.58
3287,115.88
3288,87.99
3289,85.2
3290,88.32
3291,88.7
3292,112.32
3293,104.18
3294,87.75
3295,92.38
3296,92.41
3297,105.28
3298,118.86
3299,100.03
3300,97.98
3301,99.86
3302,77.41
3303,107.16
3304,90.45
3305,108.43
3306,94.27
3307,100.49
3308,111.34
3309,103.5
3310,105.29
3311,93.86
3312,109.99
3313,88.96
3314,97.09
3315,104.89
3316,89.37
3317,104.93
3318,90.53
3319,73.36
3320,89.04
3321,95.74
3322,104.42
3323,126.52
3324,113.91
3325,83.96
3326,113.65
3327,103.31
3328,84.72
3329,100.93
3330,112.88
3331,105.76
3332,121.22
3333,100.68
3334,125.45
3335,88.28
3336,109.62
3337,77.11
3338,89.14
3339,92.02
3340,86.93
3341,98.01
3342,102.29
3343,108.08
3344,122.28
3345,108.71
3346,92.02
3347,87.91
3348,90.49
3349,113.83
3350,85.82
3351,106.16
3352,102.56
3353,112.36
3354,97.85
3355,106.02
3356,92.8
3357,87.76
3358,84.9
3359,108.9
3360,92.43
3361,93.77
3362,110.74
3363,112.49
3364,103.86
3365,110.57
3366,92.11
3367,109.38
3368,88.6
3369,73.76
3370,110.93
3371,105.72
3372,104.09
3373,113.67
3374,107.65
3375,92.97
3376,96.44
3377,75.86
3378,86.1
3379,103.32
3380,87.71
3381,102.91
3382,86.38
3383,101.18
3384,88.75
3385,96.87
3386,87.22
3387,99.74
3388,87.2
3389,74.62
3390,89.96
3391,88.85
3392,110.44
3393,110.71
3394,94.88
3395,87.84
3396,142.46
3397,106.36
3398,74.08
3399,90.44
3400,86.41
3401,117.4
3402,86.77
3403,121.84
3404,109.32
3405,101.81
3406,103.08
3407,76.64
3408,103.62
3409,107.13
3410,108.82
3411,92.9
3412,87.68
3413,100.9
3414,97.71
3415,94.01
3416,115.41
3417,77.77
3418,93.59
3419,88.38
3420,89.25
3421,108.69
3422,109.58
3423,111.58
3424,88.53
3425,90.18
3426,96.76
3427,105.36
3428,106.58
3429,89.46
3430,74.75
3431,92.22
3432,106.4
3433,82.44
3434,91.81
3435,115.45
3436,109.09
3437,86.18
3438,110.22
3439,91.3
3440,103.85
3441,89.71
3442,108.57
3443,111.86
3444,111.68
3445,94.99
3446,86.4
3447,105.78
3448,89.06
3449,115.14
3450,99.66
3451,125.1
3452,95.5
3453,101.69
3454,87.94
3455,89.68
3456,97.93
3457,100.87
3458,93.5
3459,114.58
3460,87.33
3461,118.41
3462,98.37
3463,106.0
3464,89.58
3465,88.51
3466,109.5
3467,97.99
3468,75.9
3469,112.12
3470,104.72
3471,91.94
3472,114.8
3473,87.13
3474,98.86
3475,121.65
3476,86.04
3477,85.68
3478,91.38
3479,103.93
3480,88.71
3481,103.07
3482,105.68
3483,110.58
3484,86.96
3485,92.26
3486,112.97
3487,104.88
3488,88.51
3489,89.6
3490,97.43
3491,99.68
3492,95.1
3493,89.93
3494,100.89
3495,101.34
3496,111.83
3497,100.04
3498,86.51
3499,85.09
3500,88.65
3501,89.06
3502,88.03
3503,103.89
3504,92.22
3505,106.05
3506,73.25
3507,90.13
3508,90.11
3509,107.29
3510,92.72
3511,113.1
3512,100.08
3513,85.17
3514,118.41
3515,85.14
3516,112.32
3517,97.74
3518,88.25
3519,85.91
3520,105.29
3521,106.38
3522,112.03
3523,108.72
3524,88.66
3525,89.38
3526,85.91
3527,117.85
3528,87.78
3529,108.05
3530,93.8
3531,118.54
3532,84.42
3533,106.79
3534,108.66
3535,105.04
3536,93.5
3537,95.58
3538,96.11
3539,102.86
3540,107.29
3541,104.26
3542,86.48
3543,88.63
3544,106.3
3545,85.84
3546,94.91
3547,99.91
3548,77.38
3549,111.15
3550,105.61
3551,89.04
3552,103.62
3553,94.71
3554,88.51
3555,106.34
3556,89.53
3557,82.79
3558,87.43
3559,108.75
3560,96.45
3561,99.74
3562,104.42
3563,88.77
3564,105.1
3565,99.52
3566,91.76
3567,91.96
3568,93.83
3569,96.85
3570,118.81
3571,76.44
3572,101.86
3573,149.52
3574,106.61
3575,99.68
3576,85.93
3577,90.45
3578,90.06
3579,90.38
3580,95.56
3581,109.0
3582,109.64
3583,98.15
3584,89.11
3585,88.93
3586,107.24
3587,91.13
3588,86.23
3589,99.93
3590,89.25
3591,88.24
3592,107.39
3593,123.34
3594,85.71
3595,107.39
3596,108.77
3597,109.22
3598,87.48
3599,110.85
